,Student_ID,Attendance_Percent,Assignment_Score,Midterm_Score,Final_Exam_Score,Project_Score,Participation_Score,Overall_Score,Status
5096,STU202405097,72.41,84.22,68.65,66.73,74.46,54.37,71.41,Pass
5097,STU202405098,96.13,65.6,52.12,54.75,55.89,71.79,58.81,Pass
5098,STU202405099,60.0,69.94,81.42,70.67,64.26,61.79,70.79,Pass
5099,STU202405100,85.22,65.87,61.19,48.67,76.69,74.52,62.26,Pass
5100,STU202405101,69.27,96.07,33.52,36.81,89.84,53.01,60.54,Pass
5101,STU202405102,60.0,50.7,60.68,57.62,74.74,62.85,59.59,Pass
5102,STU202405103,60.0,82.28,66.5,42.59,76.96,64.0,64.59,Pass
5103,STU202405104,60.8,85.05,73.99,82.05,68.82,44.44,75.44,Pass
5104,STU202405105,79.58,60.93,77.56,70.69,75.21,87.46,71.98,Pass
5105,STU202405106,78.36,81.09,53.49,50.16,78.78,77.92,65.63,Pass
5106,STU202405107,67.36,69.45,54.29,45.39,84.49,64.8,60.99,Pass
5107,STU202405108,74.36,84.21,67.48,68.46,53.02,60.18,69.06,Pass
5108,STU202405109,75.86,57.46,73.47,48.85,62.58,62.75,59.38,Pass
5109,STU202405110,90.72,76.04,76.51,79.59,76.3,70.05,76.64,Pass
5110,STU202405111,92.26,73.09,85.12,85.79,83.48,67.94,80.35,Pass
5111,STU202405112,79.75,80.13,37.83,39.8,60.7,72.67,55.91,Pass
5112,STU202405113,87.06,36.27,85.46,49.06,52.48,74.4,56.19,Pass
5113,STU202405114,67.0,61.22,82.74,67.45,88.39,69.26,72.27,Pass
5114,STU202405115,64.58,80.78,83.3,71.26,75.08,64.83,75.98,Pass
5115,STU202405116,61.12,98.27,64.0,61.87,75.26,61.75,73.39,Pass
5116,STU202405117,71.53,87.72,72.59,89.98,72.83,65.74,80.94,Pass
5117,STU202405118,97.72,78.06,76.87,75.18,54.75,76.86,73.34,Pass
5118,STU202405119,67.28,59.29,64.68,84.2,87.77,67.63,72.95,Pass
5119,STU202405120,81.85,76.48,85.13,85.6,90.71,74.37,82.87,Pass
5120,STU202405121,81.84,80.78,46.73,57.77,84.55,71.17,66.67,Pass
5121,STU202405122,98.16,98.71,80.96,75.1,58.61,80.41,80.23,Pass
5122,STU202405123,96.42,58.72,76.9,47.52,68.39,81.0,62.68,Pass
5123,STU202405124,95.07,66.32,95.35,57.46,49.0,73.6,67.6,Pass
5124,STU202405125,71.43,100.0,100.0,94.06,86.12,75.23,93.66,Pass
5125,STU202405126,82.3,69.02,64.55,62.81,98.22,58.9,69.63,Pass
5126,STU202405127,60.02,79.36,95.69,94.84,64.29,58.28,82.9,Pass
5127,STU202405128,70.21,56.11,73.46,50.29,94.29,64.62,64.41,Pass
5128,STU202405129,76.99,66.86,73.97,73.25,78.27,72.32,72.46,Pass
5129,STU202405130,87.35,76.88,75.12,75.59,66.65,72.29,74.15,Pass
5130,STU202405131,86.7,66.29,43.91,43.71,57.06,77.44,54.77,Pass
5131,STU202405132,93.24,74.72,88.44,65.28,59.92,89.58,73.9,Pass
5132,STU202405133,94.96,75.83,43.02,38.34,71.97,76.61,57.52,Pass
5133,STU202405134,73.37,73.06,77.08,62.77,71.15,75.68,70.75,Pass
5134,STU202405135,82.13,60.76,22.9,32.8,57.91,71.63,45.46,Pass
5135,STU202405136,78.51,84.42,64.09,56.06,90.47,73.97,71.71,Pass
5136,STU202405137,79.83,74.72,67.81,69.44,91.13,60.49,72.79,Pass
5137,STU202405138,77.79,62.02,79.51,70.91,57.44,77.71,69.06,Pass
5138,STU202405139,81.76,59.92,94.11,66.46,82.55,89.05,75.03,Pass
5139,STU202405140,60.0,56.54,66.64,71.56,82.89,49.42,66.31,Pass
5140,STU202405141,60.0,90.07,45.57,38.11,93.06,55.18,62.54,Pass
5141,STU202405142,88.84,61.3,59.94,56.76,52.7,86.03,60.85,Pass
5142,STU202405143,64.85,58.35,72.25,56.02,66.44,52.03,61.01,Pass
5143,STU202405144,78.21,57.16,70.78,59.18,58.06,76.37,62.55,Pass
5144,STU202405145,91.88,42.16,36.7,40.92,74.41,70.47,48.36,Pass
5145,STU202405146,85.53,100.0,58.78,54.73,71.27,69.47,70.81,Pass
5146,STU202405147,63.88,73.33,58.4,57.22,64.28,64.72,63.29,Pass
5147,STU202405148,70.51,58.72,64.26,63.05,100.0,74.61,68.91,Pass
5148,STU202405149,60.0,66.84,78.81,84.72,60.47,63.8,73.34,Pass
5149,STU202405150,96.39,53.15,53.8,44.86,67.1,85.18,56.09,Pass
5150,STU202405151,77.83,74.77,87.2,42.64,88.99,63.06,68.58,Pass
5151,STU202405152,92.46,69.73,81.3,60.77,73.27,80.19,70.93,Pass
5152,STU202405153,75.26,88.7,30.35,56.16,74.26,66.07,62.84,Pass
5153,STU202405154,96.27,61.51,60.48,68.93,80.35,86.67,68.87,Pass
5154,STU202405155,92.76,77.42,71.82,58.44,91.04,80.21,72.93,Pass
5155,STU202405156,80.93,72.28,95.19,77.6,80.98,67.78,79.31,Pass
5156,STU202405157,83.44,59.15,46.43,28.74,59.56,79.04,49.53,Fail
5157,STU202405158,88.66,77.39,36.96,36.64,67.56,75.13,55.38,Pass
5158,STU202405159,60.0,70.8,72.02,58.62,84.76,51.63,67.57,Pass
5159,STU202405160,60.0,86.93,49.87,63.9,68.46,57.13,66.86,Pass
5160,STU202405161,88.68,78.03,66.68,62.83,83.0,71.02,71.25,Pass
5161,STU202405162,81.5,64.81,54.87,44.74,81.77,66.32,59.5,Pass
5162,STU202405163,60.0,85.33,84.58,58.68,61.18,66.47,71.68,Pass
5163,STU202405164,78.58,76.34,81.37,83.8,79.09,60.32,78.39,Pass
5164,STU202405165,78.89,64.2,57.08,57.39,70.33,82.84,63.52,Pass
5165,STU202405166,83.17,86.2,95.2,70.32,55.95,82.91,78.37,Pass
5166,STU202405167,68.5,85.01,69.14,78.08,62.97,52.79,73.23,Pass
5167,STU202405168,67.85,58.44,73.95,78.1,74.94,64.36,70.51,Pass
5168,STU202405169,97.67,61.09,56.08,52.45,67.96,86.1,61.03,Pass
5169,STU202405170,94.64,73.86,54.74,43.17,80.08,82.31,62.61,Pass
5170,STU202405171,91.79,66.69,95.6,99.66,66.82,78.3,83.54,Pass
5171,STU202405172,90.21,67.16,70.09,74.29,100.0,74.99,75.59,Pass
5172,STU202405173,85.27,60.08,72.09,66.35,67.24,68.52,66.28,Pass
5173,STU202405174,74.58,74.58,58.79,45.27,86.81,63.55,63.36,Pass
5174,STU202405175,70.73,75.33,72.91,73.75,68.47,74.47,73.26,Pass
5175,STU202405176,82.04,50.52,68.32,53.35,83.87,85.07,63.39,Pass
5176,STU202405177,88.13,66.21,67.67,72.81,68.44,60.78,68.27,Pass
5177,STU202405178,94.15,63.55,97.71,89.51,100.0,81.2,85.4,Pass
5178,STU202405179,69.3,76.15,70.41,58.55,62.81,64.04,66.51,Pass
5179,STU202405180,60.0,80.57,47.62,59.5,71.74,59.1,64.19,Pass
5180,STU202405181,60.0,82.85,76.97,65.19,84.36,54.29,73.75,Pass
5181,STU202405182,63.65,66.45,61.37,73.7,61.33,64.97,66.69,Pass
5182,STU202405183,60.0,80.03,49.75,48.8,87.66,66.17,64.36,Pass
5183,STU202405184,92.76,49.49,55.13,66.23,100.0,86.46,66.92,Pass
5184,STU202405185,88.97,91.98,87.62,100.0,61.91,58.74,85.68,Pass
5185,STU202405186,70.41,61.58,49.5,44.88,77.21,64.04,56.74,Pass
5186,STU202405187,96.96,51.79,50.4,38.56,77.06,79.78,54.13,Pass
5187,STU202405188,71.34,61.67,69.13,67.1,58.87,62.11,64.41,Pass
5188,STU202405189,94.63,93.7,62.09,68.11,62.89,82.66,73.97,Pass
5189,STU202405190,60.0,81.52,50.35,44.57,44.34,45.49,55.02,Pass
5190,STU202405191,68.43,98.86,84.56,74.33,73.0,78.61,82.74,Pass
5191,STU202405192,92.57,76.52,60.4,51.5,77.4,98.64,68.13,Pass
5192,STU202405193,72.85,92.36,44.69,33.18,78.46,70.41,60.79,Pass
5193,STU202405194,75.18,66.63,73.38,71.84,84.82,64.95,72.1,Pass
5194,STU202405195,84.56,52.39,82.66,74.27,89.67,82.3,73.59,Pass
5195,STU202405196,72.98,77.49,76.47,57.77,73.84,61.59,69.23,Pass
5196,STU202405197,90.5,73.12,79.85,62.18,71.26,89.55,72.55,Pass
5197,STU202405198,88.62,79.51,79.55,67.97,82.93,93.91,78.01,Pass
5198,STU202405199,90.79,84.48,63.18,61.15,100.0,78.36,74.94,Pass
5199,STU202405200,86.7,78.03,59.65,43.22,54.32,82.13,60.77,Pass
5200,STU202405201,60.41,70.58,55.91,50.15,57.68,66.86,59.21,Pass
5201,STU202405202,73.49,71.26,67.88,78.98,60.31,63.47,70.48,Pass
5202,STU202405203,80.07,79.22,38.55,54.98,59.29,68.69,59.77,Pass
5203,STU202405204,79.62,50.05,47.21,48.9,50.37,68.19,51.0,Pass
5204,STU202405205,89.53,61.47,91.91,93.06,72.68,82.95,80.86,Pass
5205,STU202405206,83.53,100.0,84.14,72.88,53.43,72.02,78.91,Pass
5206,STU202405207,91.45,64.84,70.79,62.75,82.45,76.31,69.19,Pass
5207,STU202405208,70.32,82.16,95.5,85.1,91.68,80.42,86.97,Pass
5208,STU202405209,90.25,66.09,74.88,71.98,61.19,78.32,70.1,Pass
5209,STU202405210,60.0,68.93,68.5,82.22,70.17,54.03,71.53,Pass
5210,STU202405211,87.74,39.42,43.63,38.21,75.6,87.3,50.11,Pass
5211,STU202405212,60.0,81.36,63.01,71.0,92.1,53.84,73.44,Pass
5212,STU202405213,81.67,63.95,85.63,73.05,72.39,75.58,73.44,Pass
5213,STU202405214,89.79,41.53,78.09,55.94,65.48,78.28,60.43,Pass
5214,STU202405215,80.53,50.94,100.0,88.74,84.64,72.54,79.31,Pass
5215,STU202405216,79.69,73.64,68.43,60.66,63.43,51.74,64.98,Pass
5216,STU202405217,91.49,61.69,21.93,53.5,66.13,82.57,54.04,Fail
5217,STU202405218,80.64,59.81,74.93,59.76,80.97,78.19,67.83,Pass
5218,STU202405219,62.89,65.52,23.92,31.66,79.62,65.79,49.18,Fail
5219,STU202405220,80.96,25.0,59.38,61.8,62.39,87.69,54.79,Pass
5220,STU202405221,70.03,47.78,84.08,54.33,80.21,57.18,62.81,Pass
5221,STU202405222,95.97,81.6,98.31,95.84,61.66,74.65,85.53,Pass
5222,STU202405223,97.19,79.73,49.38,67.94,62.76,89.48,68.55,Pass
5223,STU202405224,91.58,80.4,75.18,78.1,64.13,73.53,75.54,Pass
5224,STU202405225,74.9,81.12,96.36,84.21,72.77,78.96,83.63,Pass
5225,STU202405226,60.0,78.56,69.73,74.03,78.1,62.65,73.78,Pass
5226,STU202405227,74.39,93.58,56.91,62.1,69.65,72.34,71.09,Pass
5227,STU202405228,81.08,81.02,100.0,95.13,84.93,73.6,88.89,Pass
5228,STU202405229,78.44,72.55,85.85,97.59,77.34,68.9,83.08,Pass
5229,STU202405230,95.62,95.1,69.2,65.06,77.09,87.82,77.48,Pass
5230,STU202405231,79.59,80.02,40.48,45.98,80.82,77.38,61.76,Pass
5231,STU202405232,89.99,80.61,61.59,59.61,89.51,82.37,72.02,Pass
5232,STU202405233,89.08,64.48,54.86,43.46,81.32,76.57,59.98,Pass
5233,STU202405234,80.31,72.48,37.08,48.34,90.22,57.64,59.33,Pass
5234,STU202405235,73.54,54.89,92.29,60.95,85.14,63.47,69.58,Pass
5235,STU202405236,93.29,49.28,78.32,86.34,73.77,78.54,72.8,Pass
5236,STU202405237,60.0,46.23,55.22,73.53,70.27,62.1,61.41,Pass
5237,STU202405238,67.0,68.69,57.47,49.1,90.49,75.87,64.56,Pass
5238,STU202405239,66.2,92.53,59.75,47.94,83.77,50.7,67.1,Pass
5239,STU202405240,81.97,78.52,50.03,65.55,67.51,68.68,66.29,Pass
5240,STU202405241,81.98,85.01,100.0,66.51,65.08,67.55,77.72,Pass
5241,STU202405242,79.82,59.01,55.11,47.06,74.22,64.07,57.43,Pass
5242,STU202405243,85.91,76.54,62.2,49.49,87.55,79.25,67.48,Pass
5243,STU202405244,71.88,100.0,55.62,62.64,61.16,70.65,71.15,Pass
5244,STU202405245,83.69,83.98,35.74,50.88,65.43,73.15,60.54,Pass
5245,STU202405246,79.6,66.39,45.81,54.79,72.09,76.43,60.65,Pass
5246,STU202405247,91.61,46.6,87.08,75.19,79.46,100.0,73.54,Pass
5247,STU202405248,87.78,52.3,62.13,69.33,42.1,81.28,60.74,Pass
5248,STU202405249,78.96,81.85,75.46,69.97,65.95,55.06,71.95,Pass
5249,STU202405250,76.34,75.31,76.22,88.12,68.13,72.19,77.95,Pass
5250,STU202405251,82.07,98.95,76.27,81.76,63.42,76.47,81.68,Pass
5251,STU202405252,60.86,72.97,55.51,48.05,79.78,51.17,60.84,Pass
5252,STU202405253,92.85,49.73,98.41,78.78,57.6,82.04,72.59,Pass
5253,STU202405254,75.56,68.59,84.58,72.3,77.62,72.96,74.69,Pass
5254,STU202405255,76.16,72.64,76.57,58.38,53.74,68.98,65.95,Pass
5255,STU202405256,93.75,66.22,72.52,80.61,67.81,90.92,74.51,Pass
5256,STU202405257,93.71,71.95,43.21,59.38,61.31,83.34,61.97,Pass
5257,STU202405258,76.0,77.59,82.93,70.45,68.57,68.23,74.23,Pass
5258,STU202405259,69.8,41.6,65.62,68.93,75.28,52.54,60.75,Pass
5259,STU202405260,91.28,61.93,53.42,50.78,78.0,67.44,59.84,Pass
5260,STU202405261,78.56,90.93,49.62,65.1,69.43,61.07,68.71,Pass
5261,STU202405262,85.41,96.19,85.68,73.42,80.17,80.35,83.27,Pass
5262,STU202405263,71.27,52.85,42.86,25.93,86.98,61.55,48.77,Fail
5263,STU202405264,96.91,52.88,60.81,45.23,55.41,74.51,54.72,Pass
5264,STU202405265,94.7,83.45,70.88,81.85,75.0,80.38,78.88,Pass
5265,STU202405266,91.22,100.0,65.34,61.23,57.75,78.25,72.92,Pass
5266,STU202405267,88.79,75.3,75.5,73.87,78.19,70.93,74.91,Pass
5267,STU202405268,92.08,73.63,89.14,75.73,46.33,81.73,74.08,Pass
5268,STU202405269,81.72,61.37,79.14,54.45,56.12,85.31,64.45,Pass
5269,STU202405270,89.93,87.19,69.16,52.6,76.28,69.92,69.85,Pass
5270,STU202405271,60.0,67.46,59.97,73.07,71.56,60.37,67.55,Pass
5271,STU202405272,68.51,95.55,42.2,61.87,89.9,53.36,69.71,Pass
5272,STU202405273,71.15,77.41,66.84,47.84,88.29,75.87,67.9,Pass
5273,STU202405274,60.0,75.89,61.26,75.32,80.27,47.82,70.64,Pass
5274,STU202405275,85.66,59.67,77.51,64.71,84.25,60.14,68.48,Pass
5275,STU202405276,88.96,60.2,65.55,66.01,52.34,80.11,63.83,Pass
5276,STU202405277,60.0,62.73,86.71,76.29,79.83,49.33,72.82,Pass
5277,STU202405278,77.63,70.61,60.08,68.15,62.9,86.27,68.17,Pass
5278,STU202405279,88.69,88.58,57.93,69.14,85.95,67.23,74.09,Pass
5279,STU202405280,94.63,84.33,75.61,65.28,64.66,68.89,72.38,Pass
5280,STU202405281,75.22,64.95,69.94,79.57,84.74,69.15,73.72,Pass
5281,STU202405282,63.25,40.62,74.84,85.97,83.95,41.34,67.64,Pass
5282,STU202405283,90.54,61.13,65.63,68.43,76.02,66.19,66.96,Pass
5283,STU202405284,66.72,74.3,68.47,53.25,60.66,53.61,62.7,Pass
5284,STU202405285,79.92,75.47,62.66,67.73,59.86,62.34,66.93,Pass
5285,STU202405286,95.57,99.5,70.39,61.0,90.3,76.42,78.44,Pass
5286,STU202405287,60.0,93.46,90.25,74.76,86.51,51.57,81.98,Pass
5287,STU202405288,77.21,83.91,58.84,49.05,62.33,61.68,62.98,Pass
5288,STU202405289,77.04,62.26,57.09,76.02,58.58,75.9,66.17,Pass
5289,STU202405290,98.03,76.23,73.75,67.97,65.28,82.67,72.26,Pass
5290,STU202405291,86.31,79.7,64.66,79.85,100.0,75.51,79.36,Pass
5291,STU202405292,89.54,91.77,93.43,89.65,88.75,77.25,89.56,Pass
5292,STU202405293,92.12,57.16,80.59,63.79,81.67,78.74,69.67,Pass
5293,STU202405294,93.44,85.37,83.4,65.72,67.17,81.24,75.94,Pass
5294,STU202405295,79.66,80.93,85.02,73.9,93.02,74.88,80.85,Pass
5295,STU202405296,94.1,64.37,56.18,58.19,76.88,89.7,65.29,Pass
5296,STU202405297,84.45,91.56,70.03,61.88,52.04,82.1,71.48,Pass
5297,STU202405298,66.99,43.55,80.19,86.17,45.91,82.21,67.88,Pass
5298,STU202405299,96.75,100.0,68.08,66.86,94.46,76.28,80.47,Pass
5299,STU202405300,91.01,91.75,51.85,59.33,62.54,73.23,67.81,Pass
5300,STU202405301,95.57,69.09,84.71,62.89,52.56,88.12,69.78,Pass
5301,STU202405302,88.41,65.66,64.86,42.4,93.87,69.7,63.16,Pass
5302,STU202405303,97.85,71.48,73.44,79.47,94.81,83.74,78.99,Pass
5303,STU202405304,88.63,60.72,78.48,60.08,80.3,95.39,70.49,Pass
5304,STU202405305,98.53,68.61,95.23,78.74,45.16,98.19,76.41,Pass
5305,STU202405306,85.95,84.31,71.68,66.96,59.99,67.98,71.3,Pass
5306,STU202405307,93.47,61.38,31.71,45.54,67.78,69.92,52.51,Pass
5307,STU202405308,78.99,86.1,71.28,61.8,95.44,53.9,74.03,Pass
5308,STU202405309,89.97,68.29,73.06,58.84,81.54,78.19,69.39,Pass
5309,STU202405310,81.49,88.4,37.97,41.46,62.54,68.69,58.38,Pass
5310,STU202405311,90.63,92.44,94.5,60.99,86.61,77.67,81.07,Pass
5311,STU202405312,83.38,57.01,20.34,42.1,69.82,70.96,48.52,Pass
5312,STU202405313,92.39,40.35,78.43,78.27,56.49,76.84,65.41,Pass
5313,STU202405314,92.64,74.48,40.44,54.17,80.9,76.2,62.72,Pass
5314,STU202405315,81.22,75.85,87.24,78.55,93.28,72.29,81.2,Pass
5315,STU202405316,88.96,53.65,78.16,84.79,63.19,86.76,72.63,Pass
5316,STU202405317,82.04,97.02,94.55,95.87,65.85,53.19,87.12,Pass
5317,STU202405318,77.81,66.57,77.33,83.74,64.11,66.69,73.52,Pass
5318,STU202405319,77.97,81.59,74.38,68.8,67.73,61.06,72.18,Pass
5319,STU202405320,69.54,61.01,62.1,60.58,73.97,67.79,63.72,Pass
5320,STU202405321,79.81,49.61,36.77,47.79,74.3,67.43,51.98,Pass
5321,STU202405322,87.76,89.52,100.0,77.01,75.45,85.64,85.36,Pass
5322,STU202405323,64.4,58.11,59.29,62.65,63.35,68.07,61.49,Pass
5323,STU202405324,94.17,83.79,74.08,70.1,86.9,74.03,77.23,Pass
5324,STU202405325,77.0,59.59,53.18,67.47,44.72,71.13,59.59,Pass
5325,STU202405326,84.86,68.7,48.69,70.7,61.46,83.48,65.69,Pass
5326,STU202405327,79.05,69.61,69.07,69.61,63.95,67.72,68.47,Pass
5327,STU202405328,86.33,71.61,75.49,78.34,63.84,75.22,73.6,Pass
5328,STU202405329,60.0,62.36,99.63,84.63,73.49,51.77,77.11,Pass
5329,STU202405330,82.61,82.8,86.11,85.83,78.5,70.92,82.53,Pass
5330,STU202405331,87.35,86.14,73.06,79.0,67.55,78.61,77.84,Pass
5331,STU202405332,89.43,90.32,66.92,82.01,65.53,82.3,78.63,Pass
5332,STU202405333,87.14,65.3,74.2,46.5,60.86,82.01,62.45,Pass
5333,STU202405334,92.04,55.22,63.3,69.85,89.44,78.79,68.71,Pass
5334,STU202405335,60.0,75.21,72.66,65.38,70.92,50.38,68.62,Pass
5335,STU202405336,70.71,77.56,53.68,62.85,59.34,61.41,64.02,Pass
5336,STU202405337,94.22,77.64,58.03,65.77,71.78,90.5,70.56,Pass
5337,STU202405338,77.99,95.0,67.07,55.69,62.84,80.99,71.4,Pass
5338,STU202405339,75.93,73.66,73.82,49.21,70.57,67.03,65.23,Pass
5339,STU202405340,79.99,100.0,65.87,68.46,87.61,73.16,79.17,Pass
5340,STU202405341,79.56,85.19,71.48,63.14,94.2,71.43,75.81,Pass
5341,STU202405342,87.85,85.66,51.58,64.17,75.94,76.96,70.07,Pass
5342,STU202405343,90.87,73.31,46.38,50.79,66.83,60.29,58.9,Pass
5343,STU202405344,78.73,67.33,67.1,74.06,75.29,60.46,69.81,Pass
5344,STU202405345,82.19,62.84,37.64,51.57,78.48,78.27,58.31,Pass
5345,STU202405346,71.01,74.75,83.48,58.07,72.49,66.17,70.29,Pass
5346,STU202405347,85.76,85.14,43.26,51.06,83.06,83.12,66.03,Pass
5347,STU202405348,85.22,69.05,60.97,61.58,84.35,73.58,67.94,Pass
5348,STU202405349,63.66,66.44,77.06,67.32,48.17,49.85,64.43,Pass
5349,STU202405350,78.95,56.53,84.49,82.34,83.68,69.2,75.2,Pass
5350,STU202405351,88.22,79.68,79.56,62.18,88.77,84.75,76.28,Pass
5351,STU202405352,95.45,55.97,76.73,89.53,91.39,83.96,78.3,Pass
5352,STU202405353,90.89,77.97,100.0,68.47,75.75,65.43,77.94,Pass
5353,STU202405354,91.71,76.25,49.04,37.56,100.0,71.41,62.28,Pass
5354,STU202405355,60.0,69.92,73.64,76.23,69.38,51.73,70.66,Pass
5355,STU202405356,93.39,90.08,79.39,98.44,54.04,68.67,82.91,Pass
5356,STU202405357,84.47,95.85,74.42,62.18,55.48,70.67,72.89,Pass
5357,STU202405358,75.29,40.4,59.64,66.28,75.83,74.86,60.77,Pass
5358,STU202405359,84.24,49.69,77.81,84.7,84.14,65.78,72.59,Pass
5359,STU202405360,83.55,80.77,76.55,68.24,66.55,80.03,73.96,Pass
5360,STU202405361,77.76,97.4,90.4,72.96,100.0,73.3,86.65,Pass
5361,STU202405362,93.73,51.57,76.52,86.36,59.59,76.59,70.7,Pass
5362,STU202405363,85.6,78.32,33.8,49.35,29.08,77.59,53.26,Pass
5363,STU202405364,80.8,45.82,82.21,80.94,100.0,67.92,73.97,Pass
5364,STU202405365,88.79,44.21,60.77,46.33,58.13,81.78,54.0,Pass
5365,STU202405366,81.74,100.0,64.58,69.07,62.84,89.6,77.02,Pass
5366,STU202405367,80.07,77.83,47.42,64.94,82.96,87.06,69.57,Pass
5367,STU202405368,60.0,48.94,70.45,73.13,71.64,39.17,62.93,Pass
5368,STU202405369,92.02,68.76,100.0,91.33,72.73,76.58,83.16,Pass
5369,STU202405370,60.0,60.29,87.21,96.78,70.5,52.81,77.4,Pass
5370,STU202405371,93.99,65.59,46.67,59.77,63.66,85.87,61.8,Pass
5371,STU202405372,72.74,67.3,64.41,77.92,85.32,73.88,73.27,Pass
5372,STU202405373,81.56,75.17,86.16,86.25,68.63,77.92,79.98,Pass
5373,STU202405374,60.0,78.74,64.77,57.15,87.48,60.35,68.94,Pass
5374,STU202405375,79.49,61.71,31.15,46.78,75.65,62.75,53.31,Pass
5375,STU202405376,90.54,60.94,58.17,66.86,61.88,89.05,65.11,Pass
5376,STU202405377,75.61,78.07,92.85,53.27,67.59,63.92,70.6,Pass
5377,STU202405378,83.17,62.24,95.13,84.34,75.18,61.54,77.32,Pass
5378,STU202405379,92.39,62.12,64.82,78.41,65.68,65.76,68.45,Pass
5379,STU202405380,89.39,73.58,63.06,51.78,80.67,75.32,66.18,Pass
5380,STU202405381,89.24,72.46,26.7,27.86,79.05,85.78,52.25,Fail
5381,STU202405382,90.84,65.34,66.27,68.87,56.45,70.42,65.76,Pass
5382,STU202405383,70.55,87.78,57.72,45.87,82.13,69.59,66.53,Pass
5383,STU202405384,88.54,79.41,33.92,58.95,84.06,71.29,64.06,Pass
5384,STU202405385,96.41,100.0,50.84,49.32,69.79,77.83,68.22,Pass
5385,STU202405386,70.98,68.27,44.41,59.78,61.13,52.62,58.32,Pass
5386,STU202405387,76.55,82.58,69.04,55.48,79.17,75.05,70.48,Pass
5387,STU202405388,77.5,93.87,95.92,100.0,68.11,64.73,89.34,Pass
5388,STU202405389,76.56,58.6,65.25,90.65,51.51,70.8,69.7,Pass
5389,STU202405390,77.55,66.62,72.71,82.15,71.84,68.8,73.5,Pass
5390,STU202405391,81.7,90.39,100.0,76.81,82.03,70.43,84.99,Pass
5391,STU202405392,80.48,82.1,33.71,44.39,64.62,71.7,57.45,Pass
5392,STU202405393,72.13,71.66,71.45,44.14,54.97,70.06,60.7,Pass
5393,STU202405394,81.64,51.28,88.6,93.83,70.35,79.76,77.22,Pass
5394,STU202405395,78.1,52.53,73.63,70.59,76.18,62.73,66.74,Pass
5395,STU202405396,95.27,65.2,38.72,47.16,83.57,74.38,58.17,Pass
5396,STU202405397,64.38,59.96,100.0,74.18,92.27,76.82,78.76,Pass
5397,STU202405398,85.79,60.31,83.1,86.69,63.46,74.27,74.65,Pass
5398,STU202405399,93.17,44.51,72.84,75.17,71.42,84.35,67.39,Pass
5399,STU202405400,85.27,51.65,43.13,51.42,74.97,67.71,54.98,Pass
5400,STU202405401,87.78,58.78,100.0,90.16,71.38,67.81,79.23,Pass
5401,STU202405402,63.91,73.76,78.56,95.32,52.62,53.97,76.04,Pass
5402,STU202405403,94.12,66.84,76.03,59.7,72.28,77.75,68.44,Pass
5403,STU202405404,85.55,72.88,78.54,57.03,96.03,76.22,73.06,Pass
5404,STU202405405,77.52,72.22,85.24,66.78,64.66,86.68,73.51,Pass
5405,STU202405406,91.98,46.49,70.05,81.46,70.47,83.27,68.97,Pass
5406,STU202405407,85.93,87.96,65.88,67.89,100.0,67.6,77.29,Pass
5407,STU202405408,82.48,83.0,27.64,32.34,84.51,70.41,55.7,Pass
5408,STU202405409,81.75,72.64,53.87,63.64,65.66,65.6,64.44,Pass
5409,STU202405410,69.12,64.06,100.0,79.04,59.97,48.23,73.55,Pass
5410,STU202405411,76.33,92.4,53.05,58.92,66.88,68.09,68.23,Pass
5411,STU202405412,93.93,56.76,62.66,68.28,52.47,70.78,62.16,Pass
5412,STU202405413,91.86,86.69,47.25,46.05,67.16,85.01,63.51,Pass
5413,STU202405414,91.83,58.97,77.17,49.51,88.97,76.98,66.08,Pass
5414,STU202405415,93.2,91.75,63.39,65.93,84.68,81.74,76.27,Pass
5415,STU202405416,87.06,78.97,62.76,60.33,68.52,72.09,67.88,Pass
5416,STU202405417,79.55,85.43,53.59,49.72,82.06,76.6,66.96,Pass
5417,STU202405418,70.79,75.18,75.51,73.27,82.48,76.6,75.91,Pass
5418,STU202405419,93.09,78.7,94.49,89.17,81.51,72.01,84.75,Pass
5419,STU202405420,60.0,72.47,37.54,21.37,79.06,57.46,49.64,Fail
5420,STU202405421,61.61,56.75,62.54,63.81,64.3,67.95,62.28,Pass
5421,STU202405422,60.57,88.41,65.08,62.64,81.9,73.35,73.53,Pass
5422,STU202405423,81.34,68.01,54.25,53.06,68.51,78.49,61.9,Pass
5423,STU202405424,72.27,73.46,88.82,86.11,73.03,66.62,79.58,Pass
5424,STU202405425,86.34,48.2,89.05,56.01,84.15,79.09,67.19,Pass
5425,STU202405426,80.58,69.34,72.13,32.98,91.64,64.88,61.89,Pass
5426,STU202405427,86.22,77.96,55.78,39.11,68.33,66.56,59.28,Pass
5427,STU202405428,75.8,97.89,88.66,86.71,78.6,67.06,86.71,Pass
5428,STU202405429,81.17,71.03,62.69,56.87,68.87,72.2,64.91,Pass
5429,STU202405430,60.0,66.86,85.61,73.42,49.15,55.15,68.75,Pass
5430,STU202405431,84.6,62.12,100.0,100.0,91.47,75.86,86.84,Pass
5431,STU202405432,83.65,62.49,68.01,71.0,80.58,72.85,69.9,Pass
5432,STU202405433,96.27,98.79,70.85,79.73,63.02,92.77,81.52,Pass
5433,STU202405434,82.43,56.03,55.43,57.46,79.65,77.92,62.07,Pass
5434,STU202405435,91.47,65.78,86.34,50.93,88.12,65.92,68.8,Pass
